{'cf': 'ri', 'emb': {'u': 'mat', 'i': 'mat'}, 'ifc': 'mul', 'pred': 'mlp'}
train_epoch: 1001, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [7.9258]
train_epoch: 1002, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [7.9369]
train_epoch: 1003, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [7.9454]
train_epoch: 1004, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [7.9546]
train_epoch: 1005, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [7.9635]
train_epoch: 1006, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [7.9733]
train_epoch: 1007, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [7.9830]
train_epoch: 1008, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [7.9926]
train_epoch: 1009, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.0023]
train_epoch: 1010, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.0125]
train_epoch: 1011, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.0222]
train_epoch: 1012, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.0323]
train_epoch: 1013, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.0425]
train_epoch: 1014, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.0528]
train_epoch: 1015, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.0624]
train_epoch: 1016, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.0729]
train_epoch: 1017, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.0833]
train_epoch: 1018, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.0938]
train_epoch: 1019, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.1046]
train_epoch: 1020, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.1158]
train_epoch: 1021, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.1269]
train_epoch: 1022, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.1378]
train_epoch: 1023, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.1487]
train_epoch: 1024, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.1597]
train_epoch: 1025, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.1697]
train_epoch: 1026, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.1797]
train_epoch: 1027, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.1897]
train_epoch: 1028, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2001]
train_epoch: 1029, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2105]
train_epoch: 1030, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2207]
train_epoch: 1031, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2305]
train_epoch: 1032, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2408]
train_epoch: 1033, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2509]
train_epoch: 1034, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2608]
train_epoch: 1035, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2699]
train_epoch: 1036, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2793]
train_epoch: 1037, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2884]
train_epoch: 1038, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.2982]
train_epoch: 1039, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.3073]
train_epoch: 1040, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.3159]
train_epoch: 1041, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.3248]
train_epoch: 1042, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.3342]
train_epoch: 1043, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [8.3435]
