{'cf': 'ri', 'emb': {'u': 'mat', 'i': 'mat'}, 'ifc': 'mul', 'pred': 'h'}
train_epoch: 1001, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.2672]
train_epoch: 1002, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.2789]
train_epoch: 1003, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.2869]
train_epoch: 1004, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.2949]
train_epoch: 1005, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3031]
train_epoch: 1006, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3108]
train_epoch: 1007, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3193]
train_epoch: 1008, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3279]
train_epoch: 1009, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3360]
train_epoch: 1010, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3451]
train_epoch: 1011, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3538]
train_epoch: 1012, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3613]
train_epoch: 1013, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3692]
train_epoch: 1014, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3774]
train_epoch: 1015, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3849]
train_epoch: 1016, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.3923]
train_epoch: 1017, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4006]
train_epoch: 1018, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4080]
train_epoch: 1019, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4157]
train_epoch: 1020, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4241]
train_epoch: 1021, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4315]
train_epoch: 1022, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4391]
train_epoch: 1023, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4482]
train_epoch: 1024, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4553]
train_epoch: 1025, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4627]
train_epoch: 1026, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4705]
train_epoch: 1027, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4776]
train_epoch: 1028, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4853]
train_epoch: 1029, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.4934]
train_epoch: 1030, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5007]
train_epoch: 1031, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5081]
train_epoch: 1032, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5163]
train_epoch: 1033, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5237]
train_epoch: 1034, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5311]
train_epoch: 1035, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5395]
train_epoch: 1036, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5476]
train_epoch: 1037, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5553]
train_epoch: 1038, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5641]
train_epoch: 1039, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5750]
train_epoch: 1040, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5832]
train_epoch: 1041, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5911]
train_epoch: 1042, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.5989]
train_epoch: 1043, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6159]
train_epoch: 1044, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6226]
train_epoch: 1045, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6297]
train_epoch: 1046, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6374]
train_epoch: 1047, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6459]
train_epoch: 1048, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6535]
train_epoch: 1049, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6612]
train_epoch: 1050, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6694]
train_epoch: 1051, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6768]
train_epoch: 1052, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6846]
train_epoch: 1053, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.6930]
train_epoch: 1054, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7004]
train_epoch: 1055, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7079]
train_epoch: 1056, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7161]
train_epoch: 1057, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7237]
train_epoch: 1058, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7318]
train_epoch: 1059, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7402]
train_epoch: 1060, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7477]
train_epoch: 1061, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7555]
train_epoch: 1062, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7644]
train_epoch: 1063, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7733]
train_epoch: 1064, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7813]
train_epoch: 1065, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7892]
train_epoch: 1066, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.7969]
train_epoch: 1067, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8040]
train_epoch: 1068, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8111]
train_epoch: 1069, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8178]
train_epoch: 1070, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8258]
train_epoch: 1071, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8334]
train_epoch: 1072, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8419]
train_epoch: 1073, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8505]
train_epoch: 1074, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8588]
train_epoch: 1075, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8669]
train_epoch: 1076, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8750]
train_epoch: 1077, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8826]
train_epoch: 1078, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8900]
train_epoch: 1079, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.8990]
train_epoch: 1080, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.9080]
train_epoch: 1081, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.9170]
train_epoch: 1082, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.9240]
train_epoch: 1083, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.9320]
train_epoch: 1084, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [21.9403]
