{'cf': 'rr', 'emb': {'u': 'mlp', 'i': 'mlp'}, 'ifc': 'mul', 'pred': 'mlp'}
train_epoch: 1001, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.1965]
train_epoch: 1002, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.2173]
train_epoch: 1003, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.2358]
train_epoch: 1004, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.2534]
train_epoch: 1005, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.2714]
train_epoch: 1006, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.2888]
train_epoch: 1007, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.3068]
train_epoch: 1008, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.3246]
train_epoch: 1009, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.3423]
train_epoch: 1010, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.3602]
train_epoch: 1011, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.3776]
train_epoch: 1012, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.3968]
train_epoch: 1013, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.4144]
train_epoch: 1014, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.4326]
train_epoch: 1015, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.4496]
train_epoch: 1016, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.4675]
train_epoch: 1017, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.4870]
train_epoch: 1018, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.5047]
train_epoch: 1019, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.5231]
train_epoch: 1020, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.5413]
train_epoch: 1021, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.5590]
train_epoch: 1022, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.5769]
train_epoch: 1023, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.5944]
train_epoch: 1024, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [16.6125]
