{'cf': 'ri', 'emb': {'u': 'mat', 'i': 'mat'}, 'ifc': 'mul', 'pred': 'mlp'}
train_epoch: 1001, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.3192]
train_epoch: 1002, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.3707]
train_epoch: 1003, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.3856]
train_epoch: 1004, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.3997]
train_epoch: 1005, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.4107]
train_epoch: 1006, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.4248]
train_epoch: 1007, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.4394]
train_epoch: 1008, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.4532]
train_epoch: 1009, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.4665]
train_epoch: 1010, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.4808]
train_epoch: 1011, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.4924]
train_epoch: 1012, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.5053]
train_epoch: 1013, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.5202]
train_epoch: 1014, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.5368]
train_epoch: 1015, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.5507]
train_epoch: 1016, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.5640]
train_epoch: 1017, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.5770]
train_epoch: 1018, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.5868]
train_epoch: 1019, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.6037]
train_epoch: 1020, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.6168]
train_epoch: 1021, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.6294]
train_epoch: 1022, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.6412]
train_epoch: 1023, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.6527]
train_epoch: 1024, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.6653]
train_epoch: 1025, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.6785]
train_epoch: 1026, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.6928]
train_epoch: 1027, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.7057]
train_epoch: 1028, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.7182]
train_epoch: 1029, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.7309]
train_epoch: 1030, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.7427]
train_epoch: 1031, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.7660]
train_epoch: 1032, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.7799]
train_epoch: 1033, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.7915]
train_epoch: 1034, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.8043]
train_epoch: 1035, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.8183]
train_epoch: 1036, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.8317]
train_epoch: 1037, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.8451]
train_epoch: 1038, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.8588]
train_epoch: 1039, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.8720]
train_epoch: 1040, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.8834]
train_epoch: 1041, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.8953]
train_epoch: 1042, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.9063]
train_epoch: 1043, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.9193]
train_epoch: 1044, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.9323]
train_epoch: 1045, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.9445]
train_epoch: 1046, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.9567]
train_epoch: 1047, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.9715]
train_epoch: 1048, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.9829]
train_epoch: 1049, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [11.9938]
train_epoch: 1050, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [12.0067]
train_epoch: 1051, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [12.0228]
train_epoch: 1052, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [12.0368]
train_epoch: 1053, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [12.0499]
train_epoch: 1054, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [12.0627]
