{'cf': 'ri', 'emb': {'u': 'mat', 'i': 'mat'}, 'ifc': 'max', 'pred': 'mlp'}
train_epoch: 1001, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.7803]
train_epoch: 1002, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.7955]
train_epoch: 1003, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.8055]
train_epoch: 1004, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.8160]
train_epoch: 1005, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.8255]
train_epoch: 1006, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.8356]
train_epoch: 1007, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.8475]
train_epoch: 1008, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.8584]
train_epoch: 1009, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.8689]
train_epoch: 1010, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.8793]
train_epoch: 1011, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.8901]
train_epoch: 1012, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.9002]
train_epoch: 1013, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.9103]
train_epoch: 1014, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.9208]
train_epoch: 1015, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.9315]
train_epoch: 1016, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.9452]
train_epoch: 1017, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.9573]
train_epoch: 1018, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.9709]
train_epoch: 1019, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.9834]
train_epoch: 1020, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [41.9946]
train_epoch: 1021, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [42.0061]
train_epoch: 1022, loss: 0.0001, recall20: 0.0000 recall10: 0.0000 [42.0176]
