{'cf': 'ui', 'emb': {'u': 'mat', 'i': 'mat'}, 'ifc': 'concat', 'pred': 'mlp'}
train_epoch: 1001, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.0399]
train_epoch: 1002, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.1083]
train_epoch: 1003, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.1754]
train_epoch: 1004, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.2417]
train_epoch: 1005, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.3091]
train_epoch: 1006, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.3771]
train_epoch: 1007, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.4436]
train_epoch: 1008, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.5103]
train_epoch: 1009, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.5775]
train_epoch: 1010, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.6446]
train_epoch: 1011, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.7118]
train_epoch: 1012, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.7786]
train_epoch: 1013, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.8458]
train_epoch: 1014, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.9137]
train_epoch: 1015, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [59.9807]
train_epoch: 1016, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.0484]
train_epoch: 1017, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.1152]
train_epoch: 1018, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.1822]
train_epoch: 1019, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.2492]
train_epoch: 1020, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.3166]
train_epoch: 1021, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.3836]
train_epoch: 1022, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.4510]
train_epoch: 1023, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.5179]
train_epoch: 1024, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.5854]
train_epoch: 1025, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.6518]
train_epoch: 1026, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.7187]
train_epoch: 1027, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.7861]
train_epoch: 1028, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.8527]
train_epoch: 1029, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.9164]
train_epoch: 1030, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [60.9838]
train_epoch: 1031, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [61.0516]
train_epoch: 1032, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [61.1192]
train_epoch: 1033, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [61.1860]
train_epoch: 1034, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [61.2529]
train_epoch: 1035, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [61.3199]
train_epoch: 1036, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [61.3874]
