{'cf': 'ri', 'emb': {'u': 'mlp', 'i': 'mat'}, 'ifc': 'mul', 'pred': 'mlp'}
train_epoch: 1001, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.2913]
train_epoch: 1002, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.3052]
train_epoch: 1003, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.3210]
train_epoch: 1004, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.3327]
train_epoch: 1005, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.3443]
train_epoch: 1006, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.3558]
train_epoch: 1007, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.3671]
train_epoch: 1008, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.3788]
train_epoch: 1009, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.3903]
train_epoch: 1010, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.4020]
train_epoch: 1011, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.4141]
train_epoch: 1012, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.4256]
train_epoch: 1013, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.4368]
train_epoch: 1014, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.4483]
train_epoch: 1015, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.4595]
train_epoch: 1016, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.4713]
train_epoch: 1017, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.4828]
train_epoch: 1018, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.4945]
train_epoch: 1019, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.5056]
train_epoch: 1020, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.5166]
train_epoch: 1021, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.5285]
train_epoch: 1022, loss: 0.0000, recall20: 0.0000 recall10: 0.0000 [10.5402]
